Thiaroye Kaw 1,56,14,3
Thiaroye Kaw 2,56,14,3
Thiaroye Kaw 3,56,14,3
Thiaroye Kaw,56,14,3
Thiaroye Leona 1,10,8,4
Thiaroye Miname,56,14,3
Thiaroye sur Mer,50,12,4
Thiawlène Bounte,40,9,5
Thiawlène Digue,40,9,5
thieckene,26,12,4
Thierno Kane,27,13,2
Thieudème,39,2,1
Thieurigne 1,28,2,1
Thieurigne 2,28,2,1
Thieurigne 2,56,14,3
Thieurigne 3,28,2,1
Thieurigne,56,14,3
Thiogal Rail,20,4,1
Thiokho 1,42,9,5
Thiokho 2,42,9,5
Thiokho,41,9,5
Thiokholane,4,7,1
Thione Samb (Wakhinane),53,13,2
Tivaouane 2,19,8,4
Tivaouane Diacksao,51,12,4
Tivaouane Peulh,52,11,5
Tivaouane Yeumbeul,56,14,3
Touba Diack Sao,35,8,4
Touba Khaïra,7,12,4
Touba Montagne,23,6,3
Touba Ouakam 1,32,1,1
Touba Ouakam 2 (Cité Avion),32,1,1
Touba Pikine,10,8,4
Touba Thiaroye,10,8,4
Touba Thiaroye,56,14,3
Touba Tivaouane,53,13,2
Toubab Dialaw,54,3,5
Toucouleur,23,6,3
Toundoup Rya,57,1,1
Usine des Eaux,56,14,3
Wakhinane 3,35,8,4
Wakhinane 4,55,14,3
Wakhinane Nimzatt,53,13,2
Wakhinane Nord,36,8,4
Wakhinane,35,8,4
Wakhinane,51,12,4
Wakhinane,53,13,2
Wallogui,20,4,1
Wayambame,45,11,5
Ya Mbodj (Nimzatt 3),53,13,2
Yakha Dieuf,39,2,1
Yata Say,55,14,3
Yaya Dabo,53,13,2
Yeba 1,48,3,5
Yeba 2,48,3,5
Yeba Inda,48,3,5
Yene Guedj,54,3,5
Yene Kaw,54,3,5
Yene Tod,54,3,5
Yoff Tonghor,57,1,1
Yoff Virage,57,1,1
Zone A,14,4,1
Zone B Ballon,11,2,1
Zone B Batiment,11,2,1
Zone Industrielle,20,4,1
